0.0,1.0,0.0,0.0,0.0,0.0,141
70.0,135.0,9.0,25.82,81.129999999999995,16.199999999999999
6.0,60.0,6.0,0.80000000000000004,3.4399999999999999,27.300000000000001,51
31.0,328.0,25.0,3.1299999999999999,66.859999999999999,57.700000000000003
7.0,254.0,8.0,0.38,1.9399999999999999,8.5,36
90.0,1114.0,59.0,3.3799999999999999,83.650000000000006,40.200000000000003
3.0,2.0,1.0,0.34999999999999998,1.0,4.5,106
26.0,297.0,30.0,10.74,51.140000000000001,27.800000000000001
6.1914893617021205,17.219858156028373,2.5957446808510647,1.0271631205673759,9.2652482269503551,3.1120567375886568
13.509803921568626,166.0392156862745,12.627450980392158,2.0074509803921572,15.075098039215685,36.980392156862756
25.0,476.63888888888886,24.194444444444446,1.4841666666666669,22.414722222222224,22.297222222222221
11.924528301886793,133.03773584905659,11.226415094339623,1.5859433962264153,9.4983962264150943,16.718867924528304
